date;city;store;long;lat;value
02.01.2017;Guadalajara;Maven Toys Guadalajara 3;-103.33243;20.67306;1098,08
02.01.2017;Guadalajara;Maven Toys Guadalajara 1;-103.33243;20.67306;218,86
02.01.2017;Guanajuato;Maven Toys Guanajuato 2;-101.25859;21.01378;114,89
02.01.2017;Morelia;Maven Toys Morelia 1;-101.20019;19.70176;716,45
02.01.2017;Guadalajara;Maven Toys Guadalajara 4;-103.33243;20.67306;1122,2
02.01.2017;Puebla;Maven Toys Puebla 3;-98.20079;19.04177;281,82
02.01.2017;Saltillo;Maven Toys Saltillo 2;-101.01555;25.39332;524,67
02.01.2017;Guanajuato;Maven Toys Guanajuato 3;-101.25859;21.01378;479,56
02.01.2017;Guanajuato;Maven Toys Guanajuato 1;-101.25859;21.01378;640,48
02.01.2017;Mexicali;Maven Toys Mexicali 1;-115.44296;32.6149;341,78
02.01.2017;Puebla;Maven Toys Puebla 2;-98.20079;19.04177;485,58
02.01.2017;Mexicali;Maven Toys Mexicali 2;-115.44296;32.6149;589,61
02.01.2017;Hermosillo;Maven Toys Hermosillo 2;-110.954167;29.098889;154,81
02.01.2017;Xalapa;Maven Toys Xalapa 2;-96.92905;19.55327;1669,44
02.01.2017;Toluca;Maven Toys Toluca 1;-99.6615;19.22035;658,44
02.01.2017;Monterrey;Maven Toys Monterrey 3;-100.33868;25.70575;864,44
02.01.2017;Hermosillo;Maven Toys Hermosillo 3;-110.954167;29.098889;534,81
02.01.2017;Xalapa;Maven Toys Xalapa 1;-96.92905;19.55327;31,98
02.01.2017;Monterrey;Maven Toys Monterrey 2;-100.33868;25.70575;63,96
02.01.2017;San Luis Potosi;Maven Toys San Luis Potosi 1;-100.95714;22.16418;637,63
02.01.2017;Santiago;Maven Toys Santiago 1;-100.14342;25.41685;127,92
03.01.2017;Chilpancingo;Maven Toys Chilpancingo 1;-99.51871;17.57329;126,87
03.01.2017;Cuidad de Mexico;Maven Toys Ciudad de Mexico 2;-99.13289;19.42295;224,86
03.01.2017;Merida;Maven Toys Merida 1;-114.92036;32.66117;501,86
03.01.2017;Cuernavaca;Maven Toys Cuernavaca 1;-99.22452;18.93529;1069,37
03.01.2017;Chetumal;Maven Toys Chetumal 1;-88.30071;18.52347;111,93
03.01.2017;Chihuahua;Maven Toys Chihuahua 2;-106.08538;28.66703;64,95
03.01.2017;Mexicali;Maven Toys Mexicali 1;-115.44296;32.6149;291,8
03.01.2017;Aguascalientes;Maven Toys Aguascalientes 1;-102.27797;21.8845;113,85
03.01.2017;Guanajuato;Maven Toys Guanajuato 2;-101.25859;21.01378;32,97
03.01.2017;Guadalajara;Maven Toys Guadalajara 1;-103.33243;20.67306;48,93
03.01.2017;Morelia;Maven Toys Morelia 1;-101.20019;19.70176;329,78
03.01.2017;Guadalajara;Maven Toys Guadalajara 2;-103.33243;20.67306;454,74
03.01.2017;Ciudad Victoria;Maven Toys Ciudad Victoria 1;-99.14766;23.74204;839,7
03.01.2017;Cuidad de Mexico;Maven Toys Ciudad de Mexico 3;-99.13289;19.42295;164,85
03.01.2017;Saltillo;Maven Toys Saltillo 2;-101.01555;25.39332;212,85
03.01.2017;Cuidad de Mexico;Maven Toys Ciudad de Mexico 1;-99.13289;19.42295;157,86
03.01.2017;Monterrey;Maven Toys Monterrey 4;-100.33868;25.70575;866,35
03.01.2017;Hermosillo;Maven Toys Hermosillo 3;-110.954167;29.098889;181,87
03.01.2017;San Luis Potosi;Maven Toys San Luis Potosi 1;-100.95714;22.16418;264,86
03.01.2017;Hermosillo;Maven Toys Hermosillo 1;-110.954167;29.098889;144,87
03.01.2017;Guadalajara;Maven Toys Guadalajara 3;-103.33243;20.67306;1034,55
03.01.2017;Guanajuato;Maven Toys Guanajuato 3;-101.25859;21.01378;1019,57
03.01.2017;Saltillo;Maven Toys Saltillo 1;-101.01555;25.39332;87,92
03.01.2017;Guadalajara;Maven Toys Guadalajara 4;-103.33243;20.67306;219,73
03.01.2017;Toluca;Maven Toys Toluca 1;-99.6615;19.22035;260,72
03.01.2017;Pachuca;Maven Toys Pachuca 1;-98.72616;20.11397;59,94
03.01.2017;Hermosillo;Maven Toys Hermosillo 2;-110.954167;29.098889;149,9
03.01.2017;Mexicali;Maven Toys Mexicali 2;-115.44296;32.6149;144,87
03.01.2017;Monterrey;Maven Toys Monterrey 2;-100.33868;25.70575;189,89
03.01.2017;Puebla;Maven Toys Puebla 3;-98.20079;19.04177;104,93
03.01.2017;Tuxtla Gutierrez;Maven Toys Tuxtla Gutierrez 1;-93.11945;16.75455;542,79
03.01.2017;Monterrey;Maven Toys Monterrey 3;-100.33868;25.70575;39,95
03.01.2017;Xalapa;Maven Toys Xalapa 1;-96.92905;19.55327;25,98
03.01.2017;Toluca;Maven Toys Toluca 2;-99.6615;19.22035;302,57
03.01.2017;Oaxaca;Maven Toys Oaxaca 1;-96.7236;17.0654;283,83
03.01.2017;Villahermosa;Maven Toys Villahermosa 1;-92.92962;17.86316;124,89
03.01.2017;Xalapa;Maven Toys Xalapa 2;-96.92905;19.55327;962,35
04.01.2017;Ciudad Victoria;Maven Toys Ciudad Victoria 1;-99.14766;23.74204;711,56
04.01.2017;Cuidad de Mexico;Maven Toys Ciudad de Mexico 2;-99.13289;19.42295;689,52
04.01.2017;Cuidad de Mexico;Maven Toys Ciudad de Mexico 4;-99.13289;19.42295;164,89
04.01.2017;Culiacan;Maven Toys Culiacan 1;-107.40728;24.80802;534,69
04.01.2017;Campeche;Maven Toys Campeche 2;-90.48665;19.84618;418,63
04.01.2017;Aguascalientes;Maven Toys Aguascalientes 1;-102.27797;21.8845;725,42
04.01.2017;Chihuahua;Maven Toys Chihuahua 2;-106.08538;28.66703;544,54
04.01.2017;Cuernavaca;Maven Toys Cuernavaca 1;-99.22452;18.93529;337,78
04.01.2017;Guadalajara;Maven Toys Guadalajara 4;-103.33243;20.67306;573,6
04.01.2017;Durango;Maven Toys Durango 1;-104.65333;24.02617;575,39
04.01.2017;Guadalajara;Maven Toys Guadalajara 2;-103.33243;20.67306;239,88
04.01.2017;Guadalajara;Maven Toys Guadalajara 3;-103.33243;20.67306;53,94
04.01.2017;Chihuahua;Maven Toys Chihuahua 1;-106.08538;28.66703;409,68
04.01.2017;Cuidad de Mexico;Maven Toys Ciudad de Mexico 1;-99.13289;19.42295;839,77
04.01.2017;Monterrey;Maven Toys Monterrey 3;-100.33868;25.70575;164,89
04.01.2017;Hermosillo;Maven Toys Hermosillo 1;-110.954167;29.098889;175,89
04.01.2017;Guanajuato;Maven Toys Guanajuato 2;-101.25859;21.01378;191,88
04.01.2017;Guadalajara;Maven Toys Guadalajara 1;-103.33243;20.67306;95,94
04.01.2017;Mexicali;Maven Toys Mexicali 2;-115.44296;32.6149;239,86
04.01.2017;La Paz;Maven Toys La Paz 1;-110.31246;24.11284;374,83
04.01.2017;Chilpancingo;Maven Toys Chilpancingo 1;-99.51871;17.57329;142,87
04.01.2017;Morelia;Maven Toys Morelia 1;-101.20019;19.70176;183,87
04.01.2017;Puebla;Maven Toys Puebla 1;-98.20079;19.04177;179,88
04.01.2017;Merida;Maven Toys Merida 1;-114.92036;32.66117;259,9
04.01.2017;Hermosillo;Maven Toys Hermosillo 3;-110.954167;29.098889;274,78
04.01.2017;Guanajuato;Maven Toys Guanajuato 3;-101.25859;21.01378;8,97
04.01.2017;Santiago;Maven Toys Santiago 1;-100.14342;25.41685;142,82
04.01.2017;Puebla;Maven Toys Puebla 2;-98.20079;19.04177;278,78
04.01.2017;Guanajuato;Maven Toys Guanajuato 1;-101.25859;21.01378;197,74
04.01.2017;Saltillo;Maven Toys Saltillo 2;-101.01555;25.39332;202,9
04.01.2017;Toluca;Maven Toys Toluca 2;-99.6615;19.22035;268,79
04.01.2017;Saltillo;Maven Toys Saltillo 1;-101.01555;25.39332;1209,42
04.01.2017;Hermosillo;Maven Toys Hermosillo 2;-110.954167;29.098889;122,9
04.01.2017;Mexicali;Maven Toys Mexicali 1;-115.44296;32.6149;134,91
04.01.2017;Monterrey;Maven Toys Monterrey 2;-100.33868;25.70575;683,48
04.01.2017;Toluca;Maven Toys Toluca 1;-99.6615;19.22035;244,92
04.01.2017;Monterrey;Maven Toys Monterrey 1;-100.33868;25.70575;711,75
04.01.2017;Zacatecas;Maven Toys Zacatecas 1;-102.57982;22.76495;199,95
04.01.2017;Monterrey;Maven Toys Monterrey 4;-100.33868;25.70575;134,91
04.01.2017;Puebla;Maven Toys Puebla 3;-98.20079;19.04177;179,88
04.01.2017;Villahermosa;Maven Toys Villahermosa 1;-92.92962;17.86316;940,43
04.01.2017;Xalapa;Maven Toys Xalapa 2;-96.92905;19.55327;47,97
05.01.2017;Culiacan;Maven Toys Culiacan 1;-107.40728;24.80802;614,58
05.01.2017;Chihuahua;Maven Toys Chihuahua 1;-106.08538;28.66703;1066,25
05.01.2017;Cuernavaca;Maven Toys Cuernavaca 1;-99.22452;18.93529;34,93
05.01.2017;Chilpancingo;Maven Toys Chilpancingo 1;-99.51871;17.57329;699,52
05.01.2017;Campeche;Maven Toys Campeche 1;-90.48665;19.84618;1195,96
05.01.2017;Chihuahua;Maven Toys Chihuahua 2;-106.08538;28.66703;162,86
05.01.2017;Aguascalientes;Maven Toys Aguascalientes 1;-102.27797;21.8845;207,87
05.01.2017;Cuidad de Mexico;Maven Toys Ciudad de Mexico 4;-99.13289;19.42295;14,99
05.01.2017;Guadalajara;Maven Toys Guadalajara 3;-103.33243;20.67306;612,64
05.01.2017;Cuidad de Mexico;Maven Toys Ciudad de Mexico 2;-99.13289;19.42295;216,77
05.01.2017;Mexicali;Maven Toys Mexicali 2;-115.44296;32.6149;349,83
05.01.2017;Guanajuato;Maven Toys Guanajuato 1;-101.25859;21.01378;125,82
05.01.2017;Guadalajara;Maven Toys Guadalajara 4;-103.33243;20.67306;107,88
05.01.2017;Cuidad de Mexico;Maven Toys Ciudad de Mexico 3;-99.13289;19.42295;553,68
05.01.2017;Campeche;Maven Toys Campeche 2;-90.48665;19.84618;914,35
05.01.2017;Merida;Maven Toys Merida 1;-114.92036;32.66117;139,89
05.01.2017;Monterrey;Maven Toys Monterrey 1;-100.33868;25.70575;443,69
05.01.2017;Durango;Maven Toys Durango 1;-104.65333;24.02617;103,96
05.01.2017;Toluca;Maven Toys Toluca 1;-99.6615;19.22035;517,76
05.01.2017;Morelia;Maven Toys Morelia 1;-101.20019;19.70176;120,89
05.01.2017;Guanajuato;Maven Toys Guanajuato 2;-101.25859;21.01378;594,57
05.01.2017;Hermosillo;Maven Toys Hermosillo 3;-110.954167;29.098889;614,59
05.01.2017;Cuidad de Mexico;Maven Toys Ciudad de Mexico 1;-99.13289;19.42295;800,33
05.01.2017;Monterrey;Maven Toys Monterrey 3;-100.33868;25.70575;356,73
05.01.2017;Monterrey;Maven Toys Monterrey 4;-100.33868;25.70575;440,58
05.01.2017;Guadalajara;Maven Toys Guadalajara 1;-103.33243;20.67306;909,63
05.01.2017;Xalapa;Maven Toys Xalapa 1;-96.92905;19.55327;119,92
05.01.2017;Saltillo;Maven Toys Saltillo 2;-101.01555;25.39332;262,86
05.01.2017;Puebla;Maven Toys Puebla 2;-98.20079;19.04177;157,85
05.01.2017;Pachuca;Maven Toys Pachuca 1;-98.72616;20.11397;1535,14
05.01.2017;Guadalajara;Maven Toys Guadalajara 2;-103.33243;20.67306;288,76
05.01.2017;Santiago;Maven Toys Santiago 1;-100.14342;25.41685;521,7
05.01.2017;Zacatecas;Maven Toys Zacatecas 1;-102.57982;22.76495;229,84
05.01.2017;Guanajuato;Maven Toys Guanajuato 3;-101.25859;21.01378;294,69
05.01.2017;Hermosillo;Maven Toys Hermosillo 1;-110.954167;29.098889;537,62
05.01.2017;San Luis Potosi;Maven Toys San Luis Potosi 1;-100.95714;22.16418;483,7
05.01.2017;Hermosillo;Maven Toys Hermosillo 2;-110.954167;29.098889;95,94
05.01.2017;Puebla;Maven Toys Puebla 1;-98.20079;19.04177;743,71
05.01.2017;Tuxtla Gutierrez;Maven Toys Tuxtla Gutierrez 1;-93.11945;16.75455;947,38
05.01.2017;Mexicali;Maven Toys Mexicali 1;-115.44296;32.6149;104,93
05.01.2017;Villahermosa;Maven Toys Villahermosa 1;-92.92962;17.86316;34,95
05.01.2017;Puebla;Maven Toys Puebla 3;-98.20079;19.04177;272,74
05.01.2017;Monterrey;Maven Toys Monterrey 2;-100.33868;25.70575;513,59
05.01.2017;Oaxaca;Maven Toys Oaxaca 1;-96.7236;17.0654;53,88
05.01.2017;Toluca;Maven Toys Toluca 2;-99.6615;19.22035;311,73
05.01.2017;Xalapa;Maven Toys Xalapa 2;-96.92905;19.55327;359,82
06.01.2017;Cuidad de Mexico;Maven Toys Ciudad de Mexico 4;-99.13289;19.42295;888,36
06.01.2017;Campeche;Maven Toys Campeche 1;-90.48665;19.84618;858,32
06.01.2017;Cuidad de Mexico;Maven Toys Ciudad de Mexico 2;-99.13289;19.42295;334,67
06.01.2017;Chetumal;Maven Toys Chetumal 1;-88.30071;18.52347;282,77
06.01.2017;Chihuahua;Maven Toys Chihuahua 2;-106.08538;28.66703;358,66
06.01.2017;Chilpancingo;Maven Toys Chilpancingo 1;-99.51871;17.57329;83,88
06.01.2017;Merida;Maven Toys Merida 1;-114.92036;32.66117;38,97
06.01.2017;Cuernavaca;Maven Toys Cuernavaca 1;-99.22452;18.93529;1071,29
06.01.2017;Mexicali;Maven Toys Mexicali 2;-115.44296;32.6149;138,83
06.01.2017;Chihuahua;Maven Toys Chihuahua 1;-106.08538;28.66703;666,62
06.01.2017;Cuidad de Mexico;Maven Toys Ciudad de Mexico 3;-99.13289;19.42295;1584,06
06.01.2017;Guadalajara;Maven Toys Guadalajara 3;-103.33243;20.67306;400,69
06.01.2017;Hermosillo;Maven Toys Hermosillo 3;-110.954167;29.098889;744,77
06.01.2017;Guadalajara;Maven Toys Guadalajara 2;-103.33243;20.67306;817,44
06.01.2017;Morelia;Maven Toys Morelia 1;-101.20019;19.70176;164,85
06.01.2017;Cuidad de Mexico;Maven Toys Ciudad de Mexico 1;-99.13289;19.42295;2051,67
06.01.2017;Monterrey;Maven Toys Monterrey 3;-100.33868;25.70575;1275,24
06.01.2017;Ciudad Victoria;Maven Toys Ciudad Victoria 1;-99.14766;23.74204;420,65
06.01.2017;Culiacan;Maven Toys Culiacan 1;-107.40728;24.80802;327,7
06.01.2017;La Paz;Maven Toys La Paz 1;-110.31246;24.11284;174,87
06.01.2017;Pachuca;Maven Toys Pachuca 1;-98.72616;20.11397;334,8
06.01.2017;Guanajuato;Maven Toys Guanajuato 1;-101.25859;21.01378;1154,24
06.01.2017;Saltillo;Maven Toys Saltillo 2;-101.01555;25.39332;807,62
06.01.2017;Puebla;Maven Toys Puebla 2;-98.20079;19.04177;417,71
06.01.2017;Santiago;Maven Toys Santiago 1;-100.14342;25.41685;383,76
06.01.2017;Guadalajara;Maven Toys Guadalajara 4;-103.33243;20.67306;1058,31
06.01.2017;Guadalajara;Maven Toys Guadalajara 1;-103.33243;20.67306;39,98
06.01.2017;Monterrey;Maven Toys Monterrey 1;-100.33868;25.70575;282,75
06.01.2017;Puebla;Maven Toys Puebla 1;-98.20079;19.04177;59,88
06.01.2017;Hermosillo;Maven Toys Hermosillo 1;-110.954167;29.098889;468,62
06.01.2017;Villahermosa;Maven Toys Villahermosa 1;-92.92962;17.86316;236,81
06.01.2017;Saltillo;Maven Toys Saltillo 1;-101.01555;25.39332;339,76
06.01.2017;Puebla;Maven Toys Puebla 3;-98.20079;19.04177;1044,41
06.01.2017;Guanajuato;Maven Toys Guanajuato 2;-101.25859;21.01378;307,78
06.01.2017;Guanajuato;Maven Toys Guanajuato 3;-101.25859;21.01378;294,76
06.01.2017;Monterrey;Maven Toys Monterrey 4;-100.33868;25.70575;32,97
06.01.2017;Xalapa;Maven Toys Xalapa 2;-96.92905;19.55327;77,94
06.01.2017;Hermosillo;Maven Toys Hermosillo 2;-110.954167;29.098889;148,87
06.01.2017;Mexicali;Maven Toys Mexicali 1;-115.44296;32.6149;648,64
06.01.2017;Toluca;Maven Toys Toluca 1;-99.6615;19.22035;851,43
06.01.2017;Monterrey;Maven Toys Monterrey 2;-100.33868;25.70575;753,49
06.01.2017;Xalapa;Maven Toys Xalapa 1;-96.92905;19.55327;209,86
06.01.2017;San Luis Potosi;Maven Toys San Luis Potosi 1;-100.95714;22.16418;379,81
06.01.2017;Zacatecas;Maven Toys Zacatecas 1;-102.57982;22.76495;111,93
06.01.2017;Oaxaca;Maven Toys Oaxaca 1;-96.7236;17.0654;1976,87
06.01.2017;Tuxtla Gutierrez;Maven Toys Tuxtla Gutierrez 1;-93.11945;16.75455;528,33
06.01.2017;Toluca;Maven Toys Toluca 2;-99.6615;19.22035;49,9
07.01.2017;Campeche;Maven Toys Campeche 1;-90.48665;19.84618;437,73
07.01.2017;Hermosillo;Maven Toys Hermosillo 3;-110.954167;29.098889;134,91
07.01.2017;Chilpancingo;Maven Toys Chilpancingo 1;-99.51871;17.57329;76,89
07.01.2017;Cuidad de Mexico;Maven Toys Ciudad de Mexico 2;-99.13289;19.42295;600,61
07.01.2017;La Paz;Maven Toys La Paz 1;-110.31246;24.11284;51,96
07.01.2017;Chihuahua;Maven Toys Chihuahua 1;-106.08538;28.66703;59,94
07.01.2017;Chihuahua;Maven Toys Chihuahua 2;-106.08538;28.66703;577,55
07.01.2017;Aguascalientes;Maven Toys Aguascalientes 1;-102.27797;21.8845;204,84
07.01.2017;Campeche;Maven Toys Campeche 2;-90.48665;19.84618;830,49
07.01.2017;Pachuca;Maven Toys Pachuca 1;-98.72616;20.11397;1051,32
07.01.2017;Guanajuato;Maven Toys Guanajuato 2;-101.25859;21.01378;326,78
07.01.2017;Guadalajara;Maven Toys Guadalajara 2;-103.33243;20.67306;51,96
07.01.2017;Monterrey;Maven Toys Monterrey 1;-100.33868;25.70575;769,48
07.01.2017;Cuidad de Mexico;Maven Toys Ciudad de Mexico 3;-99.13289;19.42295;110,88
07.01.2017;Cuidad de Mexico;Maven Toys Ciudad de Mexico 4;-99.13289;19.42295;815,7
07.01.2017;Cuidad de Mexico;Maven Toys Ciudad de Mexico 1;-99.13289;19.42295;689,68
07.01.2017;Chetumal;Maven Toys Chetumal 1;-88.30071;18.52347;80,91
07.01.2017;Puebla;Maven Toys Puebla 1;-98.20079;19.04177;132,81
07.01.2017;Merida;Maven Toys Merida 1;-114.92036;32.66117;450,67
07.01.2017;Hermosillo;Maven Toys Hermosillo 1;-110.954167;29.098889;764,53
07.01.2017;Monterrey;Maven Toys Monterrey 4;-100.33868;25.70575;76,89
07.01.2017;Guanajuato;Maven Toys Guanajuato 3;-101.25859;21.01378;149,94
07.01.2017;Guadalajara;Maven Toys Guadalajara 3;-103.33243;20.67306;108,84
07.01.2017;Mexicali;Maven Toys Mexicali 2;-115.44296;32.6149;497,66
07.01.2017;Ciudad Victoria;Maven Toys Ciudad Victoria 1;-99.14766;23.74204;551,64
07.01.2017;Puebla;Maven Toys Puebla 3;-98.20079;19.04177;39,98
07.01.2017;Morelia;Maven Toys Morelia 1;-101.20019;19.70176;689,54
07.01.2017;Villahermosa;Maven Toys Villahermosa 1;-92.92962;17.86316;727,29
07.01.2017;Guadalajara;Maven Toys Guadalajara 4;-103.33243;20.67306;909,56
07.01.2017;Hermosillo;Maven Toys Hermosillo 2;-110.954167;29.098889;823,61
07.01.2017;Monterrey;Maven Toys Monterrey 3;-100.33868;25.70575;179,88
07.01.2017;Toluca;Maven Toys Toluca 1;-99.6615;19.22035;333,68
07.01.2017;Puebla;Maven Toys Puebla 2;-98.20079;19.04177;686,65
07.01.2017;Toluca;Maven Toys Toluca 2;-99.6615;19.22035;31,98
07.01.2017;Saltillo;Maven Toys Saltillo 1;-101.01555;25.39332;1633,12
07.01.2017;Xalapa;Maven Toys Xalapa 2;-96.92905;19.55327;511,73
07.01.2017;San Luis Potosi;Maven Toys San Luis Potosi 1;-100.95714;22.16418;1229,56
07.01.2017;Mexicali;Maven Toys Mexicali 1;-115.44296;32.6149;859,36
07.01.2017;Santiago;Maven Toys Santiago 1;-100.14342;25.41685;1160,23
07.01.2017;Xalapa;Maven Toys Xalapa 1;-96.92905;19.55327;1228,22
07.01.2017;Monterrey;Maven Toys Monterrey 2;-100.33868;25.70575;254,83
07.01.2017;Oaxaca;Maven Toys Oaxaca 1;-96.7236;17.0654;571,78
07.01.2017;Saltillo;Maven Toys Saltillo 2;-101.01555;25.39332;256,81
07.01.2017;Tuxtla Gutierrez;Maven Toys Tuxtla Gutierrez 1;-93.11945;16.75455;194,79
08.01.2017;Cuidad de Mexico;Maven Toys Ciudad de Mexico 4;-99.13289;19.42295;463,64
08.01.2017;Cuidad de Mexico;Maven Toys Ciudad de Mexico 2;-99.13289;19.42295;1151,95
08.01.2017;Cuernavaca;Maven Toys Cuernavaca 1;-99.22452;18.93529;794,09
08.01.2017;Guadalajara;Maven Toys Guadalajara 4;-103.33243;20.67306;359,91
08.01.2017;Aguascalientes;Maven Toys Aguascalientes 1;-102.27797;21.8845;529,4
08.01.2017;Cuidad de Mexico;Maven Toys Ciudad de Mexico 3;-99.13289;19.42295;492,54
08.01.2017;Campeche;Maven Toys Campeche 1;-90.48665;19.84618;341,68
08.01.2017;Cuidad de Mexico;Maven Toys Ciudad de Mexico 1;-99.13289;19.42295;139,74
08.01.2017;Guadalajara;Maven Toys Guadalajara 1;-103.33243;20.67306;765,2
08.01.2017;Durango;Maven Toys Durango 1;-104.65333;24.02617;208,81
08.01.2017;Guadalajara;Maven Toys Guadalajara 2;-103.33243;20.67306;683,55
08.01.2017;La Paz;Maven Toys La Paz 1;-110.31246;24.11284;441,6
08.01.2017;Chihuahua;Maven Toys Chihuahua 2;-106.08538;28.66703;854,37
08.01.2017;Culiacan;Maven Toys Culiacan 1;-107.40728;24.80802;151,86
08.01.2017;Campeche;Maven Toys Campeche 2;-90.48665;19.84618;845,41
08.01.2017;Guadalajara;Maven Toys Guadalajara 3;-103.33243;20.67306;864,48
